,Nome_dependencia_Administrativa,Diretoria_de_ensino,Nome_Escola,Codigo_Municipio,Municipio,Bairro,Distrito,CEP,Complemento,Endereco,Numero,Ddd,Fone1,Fone2,Email
29,ESTADUAL - SE,SAO JOSE DOS CAMPOS,EUCLIDES BUENO MIRAGAIA,645,SAO JOSE DOS CAMPOS,VILA NAIR,SAO JOSE DOS CAMPOS,12231590,RODOVIA,RODOVIA DOS TAMOIOS,470,12.0,39210167.0,,E013602A@EDUCACAO.SP.GOV.BR
30,ESTADUAL - SE,SAO JOSE DOS CAMPOS,EUNICE CORDEIRO DOS SANTOS RODRIGUES PROFESSORA,645,SAO JOSE DOS CAMPOS,VILA SAO GERALDO,SAO JOSE DOS CAMPOS,12213270,RUA,RUA MAJOR MANOEL FERNANDES NETTO,370,12.0,39214606.0,39234955.0,E013511A@EDUCACAO.SP.GOV.BR
31,ESTADUAL - SE,SAO JOSE DOS CAMPOS,FELICIO SAVASTANO PROFESSOR,645,SAO JOSE DOS CAMPOS,MONTE CASTELO,SAO JOSE DOS CAMPOS,12215030,RUA,RUA CAPITAO RAUL FAGUNDES,341,12.0,39227034.0,39234700.0,E013547A@EDUCACAO.SP.GOV.BR
32,ESTADUAL - SE,SAO JOSE DOS CAMPOS,FRANCISCO JOAO LEME,645,SAO JOSE DOS CAMPOS,ALTO DA PONTE,SAO JOSE DOS CAMPOS,12212380,RUA,CONSTITUINTE ,37,12.0,39216015.0,39220615.0,E013638A@EDUCACAO.SP.GOV.BR
33,ESTADUAL - SE,SAO JOSE DOS CAMPOS,FRANCISCO LOPES DE AZEVEDO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230250,RUA,ANTARES ,330,12.0,39311723.0,,E039640A@EDUCACAO.SP.GOV.BR
34,ESTADUAL - SE,SAO JOSE DOS CAMPOS,FRANCISCO PEREIRA DA SILVA PROFESSOR,645,SAO JOSE DOS CAMPOS,VILA TATETUBA,SAO JOSE DOS CAMPOS,12220190,PRACA,UIRAPURU ,131,12.0,39122418.0,39295572.0,E013936A@EDUCACAO.SP.GOV.BR
35,ESTADUAL - SE,SAO JOSE DOS CAMPOS,GERALDINA COELHO MONTEIRO PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM NOVA MICHIGAN,SAO JOSE DOS CAMPOS,12225440,RUA,MARIA HELENA MOREIRA DE QUEIROZ PROFESSORA,186,12.0,39071606.0,39072001.0,E901581A@EDUCACAO.SP.GOV.BR
36,ESTADUAL - SE,SAO JOSE DOS CAMPOS,HENRIQUETA COSTA PORTO PROFESSORA,645,SAO JOSE DOS CAMPOS,PARQUE INDUSTRIAL,SAO JOSE DOS CAMPOS,12235550,RUA,SANTAREM ,970,12.0,39312300.0,39318553.0,E047946A@EDUCACAO.SP.GOV.BR
37,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ILZA IRMA MOELLER COPPIO PROFESSORA,645,SAO JOSE DOS CAMPOS,VILA SINHA,SAO JOSE DOS CAMPOS,12212659,RUA,JAGUARI ,362,12.0,39213121.0,39217820.0,E013523A@EDUCACAO.SP.GOV.BR
38,ESTADUAL - SE,SAO JOSE DOS CAMPOS,IRACEMA RIBEIRO DE FREITAS,645,SAO JOSE DOS CAMPOS,VILA IRACEMA,SAO JOSE DOS CAMPOS,12228151,PRACA,MURIAE ,7,12.0,39441593.0,,E047961A@EDUCACAO.SP.GOV.BR
39,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JARDIM REPUBLICA,645,SAO JOSE DOS CAMPOS,JARDIM REPUBLICA,SAO JOSE DOS CAMPOS,12234831,RUA,RUA OSCAR FERREIRA DA SILVA,155,12.0,39441447.0,,E495529A@EDUCACAO.SP.GOV.BR
40,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JENI DAVI BACHA PROFESSORA,645,SAO JOSE DOS CAMPOS,BUQUIRINHA,SAO JOSE DOS CAMPOS,12213831,RUA,RUA ANTONIO DE OLIVEIRA PINTO,83,12.0,39481033.0,39481188.0,E037849A@EDUCACAO.SP.GOV.BR
41,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOAO CURSINO,645,SAO JOSE DOS CAMPOS,JARDIM SAO DIMAS,SAO JOSE DOS CAMPOS,12245001,AVENIDA,AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO,782,12.0,39214550.0,39215804.0,E013948A@EDUCACAO.SP.GOV.BR
42,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOAO FERREIRA DOS SANTOS PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM DAS CEREJEIRAS,SAO JOSE DOS CAMPOS,12225500,RUA,QUINZE DE OUTUBRO ,80,12.0,39071033.0,39072007.0,E916304A@EDUCACAO.SP.GOV.BR
43,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOAO MOROTTI FILHO,645,SAO JOSE DOS CAMPOS,BOM RETIRO,SAO JOSE DOS CAMPOS,12226280,RUA,IRENE TOLEDO DE SOUZA GOMES ,SN,12.0,39070478.0,39071388.0,E915026A@EDUCACAO.SP.GOV.BR
44,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOAQUIM ANDRADE MEIRELLES PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230680,RUA,MARANDUBA ,SN,12.0,39330993.0,,E035373A@EDUCACAO.SP.GOV.BR
45,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOAQUIM DE MOURA CANDELARIA PROFESSOR,645,SAO JOSE DOS CAMPOS,CIDADE MORUMBI,SAO JOSE DOS CAMPOS,12236670,RUA,JOSEFA ALBUQUERQUE DOS SANTOS ,831,12.0,39311908.0,39316128.0,E911392A@EDUCACAO.SP.GOV.BR
46,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JORGE BARBOSA MOREIRA PROFESSOR,645,SAO JOSE DOS CAMPOS,VILA CANDIDA,SAO JOSE DOS CAMPOS,12213531,AVENIDA,MARIA CANDIDA DELGADO ,10,12.0,39234689.0,,E013559A@EDUCACAO.SP.GOV.BR
47,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOSE ANTONIO COUTINHO CONDINO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM SANTA HERMINIA,SAO JOSE DOS CAMPOS,12226838,RUA,A ,1477,12.0,39071806.0,,E912712A@EDUCACAO.SP.GOV.BR
48,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOSE FREDERICO MARQUES PROFESSOR,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239170,RUA,NELSON JOSE DE CARVALHO FERREIRA ,91,12.0,39661221.0,39661664.0,E919755A@EDUCACAO.SP.GOV.BR
49,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOSE MARIOTTO FERREIRA MAJOR AVIADOR,645,SAO JOSE DOS CAMPOS,VILA DAS ACACIAS,SAO JOSE DOS CAMPOS,12228530,CAMPUS DO CTA,PRACA MARECHAL EDUARDO GOMES,50,12.0,39210342.0,39223637.0,E013869A@EDUCACAO.SP.GOV.BR
50,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JOSE VIEIRA MACEDO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230750,RUA,IPIAU ,162,12.0,39315911.0,,E013560A@EDUCACAO.SP.GOV.BR
51,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JULIA BERNARDES RODRIGUES PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM SAO JUDAS TADEU,SAO JOSE DOS CAMPOS,12228260,AVENIDA,CRISTOVAO SAO,843,12.0,39441424.0,39441815.0,E901568A@EDUCACAO.SP.GOV.BR
52,ESTADUAL - SE,SAO JOSE DOS CAMPOS,JUVENAL MACHADO DE ARAUJO PROFESSOR,645,SAO JOSE DOS CAMPOS,VILA TESOURO,SAO JOSE DOS CAMPOS,12221540,RUA,VICENTE CELESTINO ,150,12.0,39296447.0,,E035397A@EDUCACAO.SP.GOV.BR
53,ESTADUAL - SE,SAO JOSE DOS CAMPOS,LOURDES MARIA DE CAMARGO PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM IMPERIAL,SAO JOSE DOS CAMPOS,12234010,AVENIDA,AVENIDA DOM PEDRO I,341,12.0,39661117.0,39661344.0,E037837A@EDUCACAO.SP.GOV.BR
54,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MALBA THEREZA FERRAZ CAMPANER PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM ORIENTE,SAO JOSE DOS CAMPOS,12236160,PRACA,MIKADO ,142,12.0,39316322.0,39318415.0,E042316A@EDUCACAO.SP.GOV.BR
55,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARCIA HELENA BARBOSA LINO PROFESSORA,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239670,RUA,JOSE RODRIGUES SALGADO ,150,12.0,39661699.0,,E922018A@EDUCACAO.SP.GOV.BR
56,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,12241260,RUA,CARVALHOS ,30,12.0,39318798.0,,E905100A@EDUCACAO.SP.GOV.BR
57,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM ANHEMBI,SAO JOSE DOS CAMPOS,12235240,RUA,SERRA DO RONCADOR ,310,12.0,39312843.0,39314645.0,E035361A@EDUCACAO.SP.GOV.BR
58,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARIA FERREIRA SONNEWEND PROFESSORA,466,MONTEIRO LOBATO,CENTRO,MONTEIRO LOBATO,12250000,PRACA,RUA MARIA LUIZA VALVANO AURICCHIO,30,12.0,39791157.0,39791516.0,E013328A@EDUCACAO.SP.GOV.BR
59,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARIA GOMIDE SANTOS DE SOUZA PROFESSORA,645,SAO JOSE DOS CAMPOS,CIDADE MORUMBI,SAO JOSE DOS CAMPOS,12236680,RUA,ZELIA ALBUQUERQUE DOS SANTOS ,452,12.0,39310377.0,39316089.0,E919731A@EDUCACAO.SP.GOV.BR
60,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA,645,SAO JOSE DOS CAMPOS,SANTANA,SAO JOSE DOS CAMPOS,12212200,RUA,RUA SAO LUIZ GONZAGA,89,12.0,39221606.0,39226016.0,E013754A@EDUCACAO.SP.GOV.BR
61,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MARILDA FERREIRA DE BRITO BARROS PEREIRA,645,SAO JOSE DOS CAMPOS,VALE DOS PINHEIROS,SAO JOSE DOS CAMPOS,12242330,RUA,RUA MANOEL SALDANHA,401,12.0,39222543.0,,E045470A@EDUCACAO.SP.GOV.BR
62,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MAURICIO ANISSE CURY DOUTOR,645,SAO JOSE DOS CAMPOS,JARDIM SAO DIMAS,SAO JOSE DOS CAMPOS,12245001,AVENIDA,AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO,832,12.0,39212777.0,39416381.0,E013791A@EDUCACAO.SP.GOV.BR
63,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MIGUEL NAKED MAJOR,645,SAO JOSE DOS CAMPOS,CIDADE MORUMBI,SAO JOSE DOS CAMPOS,12236580,AVENIDA,BENEDITO BENTO ,195,12.0,39312922.0,,E045469A@EDUCACAO.SP.GOV.BR
64,ESTADUAL - SE,SAO JOSE DOS CAMPOS,MOABE CURY,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL ELMANO VELOSO,SAO JOSE DOS CAMPOS,12234701,RUA,AVELINO ALVES DA SILVA ,101,12.0,39661439.0,39661988.0,E047934A@EDUCACAO.SP.GOV.BR
65,ESTADUAL - SE,SAO JOSE DOS CAMPOS,NAJLA JAMILE SANTOS MACHADO DE ARAUJO PROFESSORA,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL DOM PEDRO I,SAO JOSE DOS CAMPOS,12232842,RUA,OSVALDO ORLANDO DA COSTA ,352,12.0,39661770.0,,E921282A@EDUCACAO.SP.GOV.BR
66,ESTADUAL - SE,SAO JOSE DOS CAMPOS,NELSON DO NASCIMENTO MONTEIRO PROFESSOR,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL TRINTA E UM DE MARCO,SAO JOSE DOS CAMPOS,12237750,PARQUE INDUSTRIAL,HERMENEGILDO SCARENSI ,91,12.0,39315844.0,,E042328A@EDUCACAO.SP.GOV.BR
67,ESTADUAL - SE,SAO JOSE DOS CAMPOS,NELSON FERREIRA DA SILVA PROFESSOR,645,SAO JOSE DOS CAMPOS,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233610,RUA,WLADIMIR HERZOG ,400,12.0,39361140.0,39361900.0,E901556A@EDUCACAO.SP.GOV.BR
68,ESTADUAL - SE,SAO JOSE DOS CAMPOS,NILCE CONCEICAO DE LIMA PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM SAO LEOPOLDO,SAO JOSE DOS CAMPOS,12228190,AVENIDA,RUA NATALIO ANGELO STABELI,84,12.0,39441582.0,,E922857A@EDUCACAO.SP.GOV.BR
69,ESTADUAL - SE,SAO JOSE DOS CAMPOS,OLIMPIO CATAO,645,SAO JOSE DOS CAMPOS,CENTRO,SAO JOSE DOS CAMPOS,12210090,PRACA,PRACA AFONSO PENA,SN,12.0,39220729.0,,E013626A@EDUCACAO.SP.GOV.BR
70,ESTADUAL - SE,SAO JOSE DOS CAMPOS,PEDRO MASCARENHAS DOUTOR,645,SAO JOSE DOS CAMPOS,EUGENIO DE MELLO,EUGENIO DE MELO,12247000,RUA,AMBROSIO MOLINA ,306,12.0,39051361.0,39051862.0,E013596A@EDUCACAO.SP.GOV.BR
71,ESTADUAL - SE,SAO JOSE DOS CAMPOS,PEDRO MAZZA PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM DA GRANJA,SAO JOSE DOS CAMPOS,12227200,RUA,ODETE MIMESSI ,160,12.0,39227990.0,39234623.0,E013584A@EDUCACAO.SP.GOV.BR
72,ESTADUAL - SE,SAO JOSE DOS CAMPOS,RONDON MARECHAL,645,SAO JOSE DOS CAMPOS,MONTE CASTELO,SAO JOSE DOS CAMPOS,12215170,PRACA,FRANCISCO ESCOBAR ,165,12.0,39218626.0,,E013912A@EDUCACAO.SP.GOV.BR
73,ESTADUAL - SE,SAO JOSE DOS CAMPOS,RUI RODRIGUES DORIA DOUTOR,645,SAO JOSE DOS CAMPOS,VILA ALEXANDRINA,SAO JOSE DOS CAMPOS,12211290,RUA,OLIVO GOMES ,329,12.0,39220438.0,,E013924A@EDUCACAO.SP.GOV.BR
74,ESTADUAL - SE,SAO JOSE DOS CAMPOS,RUTH COUTINHO SOBREIRO PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM SANTA INES II,SAO JOSE DOS CAMPOS,12248511,RUA,JOSE ALVES DE PAIVA ,530,12.0,39126477.0,39295433.0,E902548A@EDUCACAO.SP.GOV.BR
75,ESTADUAL - SE,SAO JOSE DOS CAMPOS,SANT ANA DO PARAIBA,645,SAO JOSE DOS CAMPOS,SANTANA,SAO JOSE DOS CAMPOS,12211740,RUA,GUARANI ,130,12.0,39216870.0,39217261.0,E013651A@EDUCACAO.SP.GOV.BR
76,ESTADUAL - SE,SAO JOSE DOS CAMPOS,SONIA MARIA ALEXANDRE PEREIRA PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM TORRAO DE OURO,SAO JOSE DOS CAMPOS,12229010,RUA,WALDEMAR TEIXEIRA ,1000,12.0,39332100.0,39445447.0,E351064A@EDUCACAO.SP.GOV.BR
77,ESTADUAL - SE,SAO JOSE DOS CAMPOS,SUELY ANTUNES DE MELLO PROFESSORA,645,SAO JOSE DOS CAMPOS,CENTRO,SAO JOSE DOS CAMPOS,12210250,RUA,SIQUEIRA CAMPOS ,845,12.0,39213944.0,39229848.0,E013894A@EDUCACAO.SP.GOV.BR
78,ESTADUAL - SE,SAO JOSE DOS CAMPOS,UBIRAJARA BERNA DE CHIARA UBIRAJARA BRASIL,645,SAO JOSE DOS CAMPOS,JARDIM DAS FLORES,EUGENIO DE MELO,12247650,RUA,FLOR DE LIS ,113,12.0,39051011.0,39051511.0,E901573P@EDUCACAO.SP.GOV.BR
79,ESTADUAL - SE,SAO JOSE DOS CAMPOS,VALMAR LOURENCO SANTIAGO PROFESSOR,645,SAO JOSE DOS CAMPOS,CAMPOS DE SAO JOSE,SAO JOSE DOS CAMPOS,12226553,AVENIDA,RUA DANTAS LUIS DO PRADO ,345,12.0,39022440.0,39022460.0,E020874A@EDUCACAO.SP.GOV.BR
80,ESTADUAL - SE,SAO JOSE DOS CAMPOS,WILMA RAGAZZI BOCCARDO PROFESSORA,645,SAO JOSE DOS CAMPOS,PARQUE INDUSTRIAL,SAO JOSE DOS CAMPOS,12235681,RUA,BACABAL ,3550,12.0,39314670.0,39319553.0,E013778A@EDUCACAO.SP.GOV.BR
81,ESTADUAL - SE,SAO JOSE DOS CAMPOS,XENOFONTE STRABAO DE CASTRO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM SANTA INES I,SAO JOSE DOS CAMPOS,12248490,RUA,ABELARDO ALVES DE PAIVA ,53,12.0,39120580.0,39293031.0,E917266A@EDUCACAO.SP.GOV.BR
82,ESTADUAL - SE,SAO JOSE DOS CAMPOS,YOSHIYA TAKAOKA,645,SAO JOSE DOS CAMPOS,VILA PAIVA,SAO JOSE DOS CAMPOS,12213350,RUA,JOSE BONIFACIO DE ARANTES ,272,12.0,39223330.0,39234743.0,E013648A@EDUCACAO.SP.GOV.BR
83,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA,645,SAO JOSE DOS CAMPOS,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233490,RUA,VOTUPORANGA ,326,12.0,39361080.0,997686792.0,E919724A@EDUCACAO.SP.GOV.BR
84,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ZILDA ALTIMIRA SOCI PROFESSORA,645,SAO JOSE DOS CAMPOS,BOA VISTA,SAO JOSE DOS CAMPOS,12213690,LARGO,LARGO DA BOA VISTA,480,12.0,39225090.0,39234690.0,E013500A@EDUCACAO.SP.GOV.BR
